Company,address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
"Mercenary Brewery & Distillery, LLC dba Maplewood Brewery & Distillery",2717 N. Maplewood Ave. ,Addison Corridor (South),2018-01-12T00:00:00,115662.06,52496.4,"construct two (2) new ADA compliant restrooms per plans (framing, drywall, painting, flooring, doors, exhaust fans, fresh air intake, electrical including 100 amp sub-panel, lighting, outlets, and plumbing including saw cutting, breakout, and concrete repairs, new drains, and plumbing fixtures); plumbing work per plans (open floor drain, rough plumbing, install hot/cold water lines, install new four basin sink per plans, and water heater); construct a two-hour-rated firewall between taproom and brewery areas, install an aluminum framed window with three-hour-rated iron shutter; construct a two-hour-rated firewall for boiler room separation; and construct two (2) new entry/exit vestibules (demolition, masonry, new footings, concrete, rough carpentry for framing, drywall, furnish and install doors), and floor stripping for exit; and architectural and permit expenses"
"Concept Laboratories, Inc.",1400 W. Wabansia Ave.,North Branch (South),2018-01-12T00:00:00,59570,18507.5,"roofing repairs  at office and warehouse roof sections (remove gravel and debris; install new insulation, roofing membrane, and flashings; recaulk limestone cap joints)"
Midpack Corporation,5514 N. Kedzie Ave.,Lawrence/Kedzie,2018-01-19T00:00:00,106370,52922.25,"balance of the approved project: roofing work to furnish and install new bitumen membrane, flashings, caulking, and reflective aluminum coating; furnish and install new roof-mounted exhaust fan and a new make-up air damper for the south portion of the building; demolition; rough carpentry to frame out two (2) new offices; furnish and install rough electrical work and energy-efficient commercial-grade LED lighting; install new insulation in new offices; install new drywall in new offices; new tile flooring; and painting in connection with office renovations; furnish and install nine (9) new energy-efficient ""high-bay"" T8 fluorescent lights in south warehouse; furnish and install seven (7) new energy-efficient ""high-bay"" T8 fluorescent lights in the north warehouse; furnish and install five (5) new ceiling fans; furnish and install new power outlets in the warehouse"
"Economy Auto, L.L.C. - 3415 W. Cermak Chicago",3415 W. Cermak Rd.,Ogden/Pulaski,2018-01-24T00:00:00,38635,25660,"the balance of the approved project work scope and expenses: interior demolition; build-out an interior office space (furnish and install CMU walls, demising walls, picture windows and framing, interior doors, electrical outlets and switches, can lighting, drywall); renovations to the restroom space (demolition, frame out new walls, furnish and install new doors, underground rough cast iron plumbing supply and copper waste and vent lines, toilets, counters, drains, hot water tank, water fountain, and mop sink); furnish and install a new HVAC system (split furnace and a/c condenser); install exhaust in bathroom and office areas; furnish and install concrete and tile flooring; repairs to ceiling joists; roof repairs in connection with HVAC work, and furnish and install new LED shop lights"
"CJK Foods, LLC dba Kitchfix",1731 W. Grand Ave.,Kinzie Industrial Corridor,2018-01-29T00:00:00,59800,44850,"furnish and install an approx. 2,700 cubic foot walk-in cooler system (walls, ceilings, doors, lights, ventilation/refrigeration, electrical)"
"Tyros Liquors, Inc. dba Fischman's",4054 - 60 N. Milwaukee Ave.,Portage Park,2018-01-29T00:00:00,138900,25000,Carpentry and framing for new ADA-compliant restrooms and other partitioned areas; plumbing work including drains and vent lines for kitchen and restroom; electrical work including new rough-in and trim for power distribution with new outlets and lighting; installation of floor tiles throughout the space; ceiling work; insulation; soundproofing
"David J. Frederickson Agency, Inc.",6253-55 N. Clark St.,Clark/Ridge,2018-04-05T00:00:00,206756.62,100000,"remove and replace storefront system including framing, glass windows and doors; remove and dispose of existing signs, remove and replace plywood sheathing, electrical work as needed, and exterior painting (new awning system to be installed separately); remove and replace steps at rear entry; replace entire flat roof and install new insulation and plywood as needed; reinforce crawlspace for structural support with new beam, joists, underlayment, and rough carpentry and framing work; remove and replace water heater and upgrade plumbing as needed; electrical work including rewiring with copper wire and conduit, and installation of light fixtures, outlets, and switches; installation of new ductwork system for HVAC system; and carpentry and framing work for new customer area, offices, and restrooms including installation of joists for ceiling and floors, new stud walls, insulation, and drywall, ceramic tiling and carpeting, plumbing fixtures for restrooms, baseboards, painting and finishing work; and architectural and engineering services"
A-Wire Corporation dba AWC Industries,4817-29 W. Grand Ave.,Galewood/Armitage,2018-04-20T00:00:00,28655,14327.5,furnish and install one (1) new rolling overhead dock door; furnish and install two (2) new ventilation units at roof; furnish and install a new loading dock leveler
"Reggie's Bar & Grill, LLC ",2105 - 09 S. State St.,Michigan/Cermak,2018-04-05T00:00:00,45500,20500,replacement of two HVAC rooftop units (a 12.5 ton and a 7.5 ton unit) including all gas and electrical hook-ups and replacement of associated ductwork as needed
OS Dental Lounge dba VIP Dental Lounge ,5122 W. Irving Park Rd. ,Portage Park,2018-04-17T00:00:00,117840,50000,"demolition of existing walls, new framing and drywall, ceilings, and installation of ceramic tile flooring; electrical work including new outlets, LED light fixtures, low voltage wiring, security cameras, cables, and emergency exit lighting; plumbing work for new hand wash station, sink, fire extinguishers, and drinking fountain; HVAC work including modification of existing main trunk and branches, new branches, diffusers, and thermostats; and architectural services"
"AltusWorks, Inc. & Farlow Development, LLC",4222-24 N. Milwaukee Ave.,Portage Park,2018-04-20T00:00:00,126700.3,82193.46,"remove and replace the roof (demolition, install new insulation, base sheet, gutters, and downspouts); masonry repairs to the parapet walls (tuck point, replace deteriorated brick as needed, reinstall coping tiles and replace as needed); furnish and install two (2) new electric hot water heaters and associated modifications to existing pipes and electrical work; remove and replace HVAC roof-top units (condenser, furnace, and associated duct work) and provide structural support for the new units; furnish and install two (2) new 200 amp service panels and circuit breakers; tuck-point the north elevation of the garage; architectural and engineering expenses. "
"Baja Foods, LLC",636 W. Root St.,Stockyard Annex,2018-04-06T00:00:00,104100,49485.4,"furnish and install two new front entrance doors, a new receiving area door, and doors for the maintenance room, engineer room, boiler room, and shipping dock areas; remove and replace approx. 1,300 sq. ft. of interior concrete flooring at loading dock area; furnish and install a new energy-efficient 5-ton HVAC system (RTU, ducts, controls) for the break room area; remove and replace the heater, expansion tank, in line pump, and piping for a radiant heating glycol system"
"Madden Sewerage & Drainage, Inc.",4152 N. Western Ave.,Western Avenue (South),2018-04-05T00:00:00,144817.52,100000,"façade improvements at front elevation per drawings (demolition; install new “dark iron spot”-style face brick uniformly across façade; furnish and install new steel lintels, water barriers, and weep ropes for all windows and doors at this elevation; furnish and install limestone panels around windows at upper façade and a limestone panel border between the upper/dwelling unit windows and the lower/commercial unit storefront windows; furnish and install a new two-foot stone knee wall; tuck pointing and cleaning); remove and replace the flat roof; remove and replace the rear siding; electrical system improvements for the commercial space (update existing service to 600 amp capacity; furnish and install new conduits, wiring, electrical outlets, install new light fixtures); plumbing improvements (demolish existing plumbing in ground floor/commercial space kitchen area; remove bathroom drainage pipes; remove shower in bathroom at ground floor/commercial space; install new hot and cold water lines, drainage, and vent piping at bathroom; install a new hot water take for the ground floor/commercial space only); HVAC improvements to ground floor/commercial space (furnish and install a new furnace, new air conditioning condenser, duct work, exhaust fans and vents; and humidifier); and sewerage improvements (demolish existing basement concrete and excavate as needed; install aggregate for pipe bedding, install new seepage pipe, sump pump, and discharge pipe; pour new concrete)"
